FOOD COMMODITY GROUP,FOOD COMMODITY TYPOLOGY,FOOD COMMODITY ITEM,Carbon footprint  (kg CO2 eq/kg or litre of food commodity),Type of source,Full Reference,Publication year,System Boundary  Distribution,Country,Region,Notes,Reported in other data summaries,Modification of original values 
CROPS,VEGETABLES OPENFIELD,TOMATO,0.22,JOURNAL,"RÃ¶Ã¶s, E. and H. Karlsson (2013). ""Effect of eating seasonal on the carbon footprint of Swedish vegetable consumption."" Journal of Cleaner Production 59(0): 63-72.",2013,RDC,SWEDEN,N EUROPE,-,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.24,JOURNAL,"Anton, A., J. I. Montero, P. Munoz and F. Castells (2005). ""LCA and tomato production in Mediterranean greenhouses."" International Journal of Agricultural Resources, Governance and Ecology 4(2): 102-112.",2005,RDC,SPAIN,MEDITERRANEAN AREA,average of various production methods,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.26,CONFERENCE,"Hofer, B. How to reduce the environmental footprint of consumer goods: LCA studies on fruit and vegetables production, Coop Switzerland, 37th LCA Discussion Forum, Lausanne, 19th March 2009.",2009,IMPORTED FROM SWIZERLAND,BELGIUM,N EUROPE,integrated production,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.28,CONFERENCE,"Hofer, B. How to reduce the environmental footprint of consumer goods: LCA studies on fruit and vegetables production, Coop Switzerland, 37th LCA Discussion Forum, Lausanne, 19th March 2009.",2009,IMPORTED FROM SWIZERLAND,NETHERLANDS,N EUROPE,integrated production,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.28,CONFERENCE,"Hofer, B. How to reduce the environmental footprint of consumer goods: LCA studies on fruit and vegetables production, Coop Switzerland, 37th LCA Discussion Forum, Lausanne, 19th March 2009.",2009,RDC,SWITZERLAND,N EUROPE,organic,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.28,JOURNAL,"GonzÃ¡lez, A. D., B. Frostell and A. Carlsson-Kanyama (2011). ""Protein efficiency per unit energy and per unit greenhouse gas emissions: Potential contribution of diet choices to climate change mitigation."" Food Policy 36(5): 562-570.",2011,IMPORTED TO DC SWEDEN,USA,N AMERICA,-,BCFN (double pyramid 2016),-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.284,CONFERENCE,"Hofer, B. How to reduce the environmental footprint of consumer goods: LCA studies on fruit and vegetables production, Coop Switzerland, 37th LCA Discussion Forum, Lausanne, 19th March 2009.",2009,"IMPORTED FROM SWITZERLAND, STORE",SWITZERLAND,N EUROPE,integrated production (ip),BCFN (double pyramid 2016),-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.312,CONFERENCE,"Lindenthal, T., T. Markut, S. HÃ¶rtenhuber, M. Theurl, G. Rudolph. Greenhouse gas emissions of organic and conventional foodstuffs in Austria, 2010. In: Notarnicola, B., E. Settanni, G. Tassielli, P. Giungato. Proceedings of the VII International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2010), 22-24 September 2010, Bari, Italy. Bari, Italy: UniversitÃ  degli studi di Bari Aldo Moro, 2010. VOL I:319-324.",2010,DC,AUSTRIA,N EUROPE,organic,BCFN (double pyramid 2016),-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.347,CONFERENCE,"Lindenthal, T., T. Markut, S. HÃ¶rtenhuber, M. Theurl, G. Rudolph. Greenhouse gas emissions of organic and conventional foodstuffs in Austria, 2010. In: Notarnicola, B., E. Settanni, G. Tassielli, P. Giungato. Proceedings of the VII International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2010), 22-24 September 2010, Bari, Italy. Bari, Italy: UniversitÃ  degli studi di Bari Aldo Moro, 2010. VOL I:319-324.",2010,DC,AUSTRIA,N EUROPE,-,BCFN (double pyramid 2016),-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.35,CONFERENCE,"Hofer, B. How to reduce the environmental footprint of consumer goods: LCA studies on fruit and vegetables production, Coop Switzerland, 37th LCA Discussion Forum, Lausanne, 19th March 2009.",2009,IMPORTED FROM SWIZERLAND,BELGIUM,N EUROPE,organic,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.35,CONFERENCE,"Hofer, B. How to reduce the environmental footprint of consumer goods: LCA studies on fruit and vegetables production, Coop Switzerland, 37th LCA Discussion Forum, Lausanne, 19th March 2009.",2009,IMPORTED FROM SWIZERLAND,SPAIN,MEDITERRANEAN AREA,integrated production,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.355,CONFERENCE,"Hofer, B. How to reduce the environmental footprint of consumer goods: LCA studies on fruit and vegetables production, Coop Switzerland, 37th LCA Discussion Forum, Lausanne, 19th March 2009.",2009,"IMPORTED FROM SWITZERLAND, STORE",BELGIUM,N EUROPE,integrated production (ip),BCFN (double pyramid 2016),-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.355,JOURNAL,"Roy, P., D. Nei, H. Okadome, N. Nakamura, T. Orikasa and T. Shiina (2008). ""Life cycle inventory analysis of fresh tomato distribution systems in Japan considering the quality aspect."" Journal of Food Engineering 86(2): 225-233.",2008,IMPORTED FROM JAPAN,PHILIPPINES,ASIA,modified atmosphere packaging,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.36,CONFERENCE,"Hofer, B. How to reduce the environmental footprint of consumer goods: LCA studies on fruit and vegetables production, Coop Switzerland, 37th LCA Discussion Forum, Lausanne, 19th March 2009.",2009,IMPORTED FROM SWIZERLAND,NETHERLANDS,N EUROPE,organic,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.36,JOURNAL,"Maraseni, T. N., G. Cockfield, J. Maroulis and G. Chen (2010). ""An assessment of greenhouse gas emissions from the Australian vegetables industry."" Journal of Environmental Science and Health, Part B 45(6): 578-588.",2010,RDC,AUSTRALIA,OCEANIA,-,this study,P+T
CROPS,VEGETABLES OPENFIELD,TOMATO,0.37,JOURNAL,"GonzÃ¡lez, A. D., B. Frostell and A. Carlsson-Kanyama (2011). ""Protein efficiency per unit energy and per unit greenhouse gas emissions: Potential contribution of diet choices to climate change mitigation."" Food Policy 36(5): 562-570.",2011,IMPORTED TO DC SWEDEN,SPAIN,MEDITERRANEAN AREA,-,BCFN (double pyramid 2016),-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.378,CONFERENCE,"Hofer, B. How to reduce the environmental footprint of consumer goods: LCA studies on fruit and vegetables production, Coop Switzerland, 37th LCA Discussion Forum, Lausanne, 19th March 2009.",2009,"IMPORTED FROM SWITZERLAND, STORE",NETHERLANDS,N EUROPE,integrated production (ip),BCFN (double pyramid 2016),-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.378,CONFERENCE,"Hofer, B. How to reduce the environmental footprint of consumer goods: LCA studies on fruit and vegetables production, Coop Switzerland, 37th LCA Discussion Forum, Lausanne, 19th March 2009.",2009,"IMPORTED FROM SWITZERLAND, STORE",SWITZERLAND,N EUROPE,organic,BCFN (double pyramid 2016),-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.39,JOURNAL,"Torrellas, M., A. AntÃ³n, J. LÃ³pez, E. Baeza, J. Parra, P. MuÃ±oz and J. Montero (2012). ""LCA of a tomato crop in a multi-tunnel greenhouse in Almeria."" The International Journal of Life Cycle Assessment 17(7): 863-875.",2012,RDC,SPAIN,MEDITERRANEAN AREA,"tomato, multi-tunnel, spain",BCFN (double pyramid 2016),P+T
CROPS,VEGETABLES OPENFIELD,TOMATO,0.39,JOURNAL,"Torrellas, M., A. AntÃ³n, M. Ruijs, N. GarcÃ­a Victoria, C. Stanghellini and J. I. Montero (2012). ""Environmental and economic assessment of protected crops in four European scenarios."" Journal of Cleaner Production 28(0): 45-55.",2012,RDC,SPAIN,MEDITERRANEAN AREA,"tomato, multi-tunnel, spain",BCFN (double pyramid 2016),P+T
CROPS,VEGETABLES OPENFIELD,TOMATO,0.395,JOURNAL,"Roy, P., D. Nei, H. Okadome, N. Nakamura, T. Orikasa and T. Shiina (2008). ""Life cycle inventory analysis of fresh tomato distribution systems in Japan considering the quality aspect."" Journal of Food Engineering 86(2): 225-233.",2008,IMPORTED FROM JAPAN,PHILIPPINES,ASIA,low temperature,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.402,JOURNAL,"Roy, P., D. Nei, H. Okadome, N. Nakamura, T. Orikasa and T. Shiina (2008). ""Life cycle inventory analysis of fresh tomato distribution systems in Japan considering the quality aspect."" Journal of Food Engineering 86(2): 225-233.",2008,IMPORTED FROM JAPAN,THAILAND,ASIA,modified atmosphere packaging,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.405,JOURNAL,"Del Borghi, A., M. Gallo, C. Strazza and M. Del Borghi (2014). ""An evaluation of environmental sustainability in the food industry through Life Cycle Assessment: the case study of tomato products supply chain."" Journal of Cleaner Production 78(0): 121-130.",2014,DC,ITALY,MEDITERRANEAN AREA,lcia methodology developed by the center of environmental science (cml) of leiden university in the netherlands,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.408,JOURNAL,"Roy, P., D. Nei, H. Okadome, N. Nakamura, T. Orikasa and T. Shiina (2008). ""Life cycle inventory analysis of fresh tomato distribution systems in Japan considering the quality aspect."" Journal of Food Engineering 86(2): 225-233.",2008,IMPORTED FROM JAPAN,MALAYSIA,ASIA,modified atmosphere packaging,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.43,CONFERENCE,"Hofer, B. How to reduce the environmental footprint of consumer goods: LCA studies on fruit and vegetables production, Coop Switzerland, 37th LCA Discussion Forum, Lausanne, 19th March 2009.",2009,IMPORTED FROM SWIZERLAND,SPAIN,MEDITERRANEAN AREA,organic,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.448,CONFERENCE,"Hofer, B. How to reduce the environmental footprint of consumer goods: LCA studies on fruit and vegetables production, Coop Switzerland, 37th LCA Discussion Forum, Lausanne, 19th March 2009.",2009,"IMPORTED FROM SWITZERLAND, STORE",SPAIN,MEDITERRANEAN AREA,integrated production (ip),BCFN (double pyramid 2016),-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.45,JOURNAL,"Roy, P., D. Nei, H. Okadome, N. Nakamura, T. Orikasa and T. Shiina (2008). ""Life cycle inventory analysis of fresh tomato distribution systems in Japan considering the quality aspect."" Journal of Food Engineering 86(2): 225-233.",2008,IMPORTED FROM JAPAN,INDONESIA,ASIA,modified atmosphere packaging,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.454,JOURNAL,"Del Borghi, A., M. Gallo, C. Strazza and M. Del Borghi (2014). ""An evaluation of environmental sustainability in the food industry through Life Cycle Assessment: the case study of tomato products supply chain."" Journal of Cleaner Production 78(0): 121-130.",2014,DC,ITALY,MEDITERRANEAN AREA,lcia methodology developed by the center of environmental science (cml) of leiden university in the netherlands,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.46,CONFERENCE,"Hofer, B. How to reduce the environmental footprint of consumer goods: LCA studies on fruit and vegetables production, Coop Switzerland, 37th LCA Discussion Forum, Lausanne, 19th March 2009.",2009,IMPORTED FROM SWIZERLAND,MALDIVES,ASIA,integrated production,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.46,CONFERENCE,"Renz, B., N. Pavlenko, B. Acharya, C. Jemison, D. Lizas and T. Kollar (2014). Estimating Energy and Greenhouse Gas Emission Savings through Food Waste Source Reduction. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector. San Francisco: 1092-1102.",2014,RDC,USA,N AMERICA,-,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.46,CONFERENCE,"Hofer, B. How to reduce the environmental footprint of consumer goods: LCA studies on fruit and vegetables production, Coop Switzerland, 37th LCA Discussion Forum, Lausanne, 19th March 2009.",2009,"IMPORTED FROM SWITZERLAND, STORE",NETHERLANDS,N EUROPE,organic,BCFN (double pyramid 2016),-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.47,JOURNAL,"Roy, P., D. Nei, H. Okadome, N. Nakamura, T. Orikasa and T. Shiina (2008). ""Life cycle inventory analysis of fresh tomato distribution systems in Japan considering the quality aspect."" Journal of Food Engineering 86(2): 225-233.",2008,IMPORTED FROM JAPAN,BANGLADESH,ASIA,modified atmosphere packaging,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.47,JOURNAL,"Roy, P., D. Nei, H. Okadome, N. Nakamura, T. Orikasa and T. Shiina (2008). ""Life cycle inventory analysis of fresh tomato distribution systems in Japan considering the quality aspect."" Journal of Food Engineering 86(2): 225-233.",2008,IMPORTED FROM JAPAN,THAILAND,ASIA,low temperature storage,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.472,CONFERENCE,"Hofer, B. How to reduce the environmental footprint of consumer goods: LCA studies on fruit and vegetables production, Coop Switzerland, 37th LCA Discussion Forum, Lausanne, 19th March 2009.",2009,"IMPORTED FROM SWITZERLAND, STORE",BELGIUM,N EUROPE,organic,BCFN (double pyramid 2016),-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.475,JOURNAL,"Roy, P., D. Nei, H. Okadome, N. Nakamura, T. Orikasa and T. Shiina (2008). ""Life cycle inventory analysis of fresh tomato distribution systems in Japan considering the quality aspect."" Journal of Food Engineering 86(2): 225-233.",2008,IMPORTED FROM JAPAN,USA,N AMERICA,modified atmosphere packaging,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.48,JOURNAL,"Roy, P., D. Nei, H. Okadome, N. Nakamura, T. Orikasa and T. Shiina (2008). ""Life cycle inventory analysis of fresh tomato distribution systems in Japan considering the quality aspect."" Journal of Food Engineering 86(2): 225-233.",2008,IMPORTED FROM JAPAN,INDIA,ASIA,modified atmosphere packaging,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.485,JOURNAL,"Roy, P., D. Nei, H. Okadome, N. Nakamura, T. Orikasa and T. Shiina (2008). ""Life cycle inventory analysis of fresh tomato distribution systems in Japan considering the quality aspect."" Journal of Food Engineering 86(2): 225-233.",2008,IMPORTED FROM JAPAN,NEW ZEALAND,OCEANIA,modified atmosphere packaging,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.49,JOURNAL,"Roy, P., D. Nei, H. Okadome, N. Nakamura, T. Orikasa and T. Shiina (2008). ""Life cycle inventory analysis of fresh tomato distribution systems in Japan considering the quality aspect."" Journal of Food Engineering 86(2): 225-233.",2008,IMPORTED FROM JAPAN,MALAYSIA,ASIA,low temperature storage,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.54,CONFERENCE,"Hofer, B. How to reduce the environmental footprint of consumer goods: LCA studies on fruit and vegetables production, Coop Switzerland, 37th LCA Discussion Forum, Lausanne, 19th March 2009.",2009,IMPORTED FROM SWIZERLAND,MALDIVES,ASIA,organic,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.54,JOURNAL,"Roy, P., D. Nei, H. Okadome, N. Nakamura, T. Orikasa and T. Shiina (2008). ""Life cycle inventory analysis of fresh tomato distribution systems in Japan considering the quality aspect."" Journal of Food Engineering 86(2): 225-233.",2008,IMPORTED FROM JAPAN,INDONESIA,ASIA,low temperature storage,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.55,JOURNAL,"Roy, P., D. Nei, H. Okadome, N. Nakamura, T. Orikasa and T. Shiina (2008). ""Life cycle inventory analysis of fresh tomato distribution systems in Japan considering the quality aspect."" Journal of Food Engineering 86(2): 225-233.",2008,IMPORTED FROM JAPAN,MADAGASCAR,AFRICA,modified atmosphere packaging,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.55,JOURNAL,"Roy, P., D. Nei, H. Okadome, N. Nakamura, T. Orikasa and T. Shiina (2008). ""Life cycle inventory analysis of fresh tomato distribution systems in Japan considering the quality aspect."" Journal of Food Engineering 86(2): 225-233.",2008,IMPORTED FROM JAPAN,SOMALIA,AFRICA,modified atmosphere packaging,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.55,JOURNAL,"Del Borghi, A., M. Gallo, C. Strazza and M. Del Borghi (2014). ""An evaluation of environmental sustainability in the food industry through Life Cycle Assessment: the case study of tomato products supply chain."" Journal of Cleaner Production 78(0): 121-130.",2014,DC,ITALY,MEDITERRANEAN AREA,lcia methodology developed by the center of environmental science (cml) of leiden university in the netherlands,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.56,JOURNAL,"Roy, P., D. Nei, H. Okadome, N. Nakamura, T. Orikasa and T. Shiina (2008). ""Life cycle inventory analysis of fresh tomato distribution systems in Japan considering the quality aspect."" Journal of Food Engineering 86(2): 225-233.",2008,IMPORTED FROM JAPAN,BANGLADESH,ASIA,low temperature storage,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.566,CONFERENCE,"Hofer, B. How to reduce the environmental footprint of consumer goods: LCA studies on fruit and vegetables production, Coop Switzerland, 37th LCA Discussion Forum, Lausanne, 19th March 2009.",2009,"IMPORTED FROM SWITZERLAND, STORE",SPAIN,MEDITERRANEAN AREA,organic,BCFN (double pyramid 2016),-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.575,JOURNAL,"Roy, P., D. Nei, H. Okadome, N. Nakamura, T. Orikasa and T. Shiina (2008). ""Life cycle inventory analysis of fresh tomato distribution systems in Japan considering the quality aspect."" Journal of Food Engineering 86(2): 225-233.",2008,IMPORTED FROM JAPAN,INDIA,ASIA,low temperature storage,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.58,JOURNAL,"Roy, P., D. Nei, H. Okadome, N. Nakamura, T. Orikasa and T. Shiina (2008). ""Life cycle inventory analysis of fresh tomato distribution systems in Japan considering the quality aspect."" Journal of Food Engineering 86(2): 225-233.",2008,IMPORTED FROM JAPAN,USA,N AMERICA,low temperature storage,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.59,EPD,"Coop. Dichiarazione ambientale di prodotto del Pomodorino ciliegino a marchio COOP, Registration number S-P 00599, rev. 1, approval date 2014.10.27, valid 3 years",2014,RETAILER,ITALY,MEDITERRANEAN AREA,-,BCFN (double pyramid 2016),-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.59,JOURNAL,"Roy, P., D. Nei, H. Okadome, N. Nakamura, T. Orikasa and T. Shiina (2008). ""Life cycle inventory analysis of fresh tomato distribution systems in Japan considering the quality aspect."" Journal of Food Engineering 86(2): 225-233.",2008,IMPORTED FROM JAPAN,NEW ZEALAND,OCEANIA,low temperature storage,Clune et al 2017 database,-
CROPS,VEGETABLES OPENFIELD,TOMATO,0.613,CONFERENCE,"Hofer, B. How to reduce the environmental footprint of consumer goods: LCA studies on fruit and vegetables production, Coop Switzerland, 37th LCA Discussion Forum, Lausanne, 19th March 2009.",2009,"IMPORTED FROM SWITZERLAND, STORE",MOROCCO,AFRICA,integrated production (ip),BCFN (double pyramid 2016),-
